,UserName,Tweets ago,Date,Tweet ID,Compound,Positive,Negative,Neutral
437,@FoxNews,38,2018-10-07 15:37:56+00:00,1048960624259223554,0.0,0.0,0.0,1.0
438,@FoxNews,39,2018-10-07 15:29:51+00:00,1048958593062621185,0.0,0.0,0.0,1.0
439,@FoxNews,40,2018-10-07 15:24:58+00:00,1048957362382495744,-0.7003,0.0,0.279,0.721
440,@FoxNews,41,2018-10-07 15:20:43+00:00,1048956292835037184,0.2263,0.095,0.0,0.905
441,@FoxNews,42,2018-10-07 15:10:12+00:00,1048953645059006464,0.0,0.0,0.0,1.0
442,@FoxNews,43,2018-10-07 15:07:55+00:00,1048953073488596993,-0.4019,0.0,0.231,0.769
443,@FoxNews,44,2018-10-07 15:01:02+00:00,1048951338124627969,-0.6836,0.0,0.259,0.741
444,@FoxNews,45,2018-10-07 14:54:43+00:00,1048949749271941122,0.0,0.0,0.0,1.0
445,@FoxNews,46,2018-10-07 14:53:11+00:00,1048949364541018113,-0.3612,0.0,0.106,0.894
446,@FoxNews,47,2018-10-07 14:49:02+00:00,1048948317487595520,0.4019,0.119,0.0,0.881
447,@FoxNews,48,2018-10-07 14:43:06+00:00,1048946826819395584,0.0186,0.14,0.136,0.724
448,@FoxNews,49,2018-10-07 14:36:36+00:00,1048945189858017283,0.4767,0.147,0.0,0.853
449,@FoxNews,50,2018-10-07 14:23:30+00:00,1048941891981664256,-0.2006,0.16,0.194,0.647
450,@FoxNews,51,2018-10-07 14:12:41+00:00,1048939171757391879,-0.4767,0.0,0.162,0.838
451,@FoxNews,52,2018-10-07 14:10:23+00:00,1048938592733745152,0.0,0.0,0.0,1.0
452,@FoxNews,53,2018-10-07 14:07:45+00:00,1048937932067942401,0.5777,0.223,0.0,0.777
453,@FoxNews,54,2018-10-07 13:58:56+00:00,1048935712144465920,-0.8225,0.0,0.369,0.631
454,@FoxNews,55,2018-10-07 13:49:59+00:00,1048933460486840322,-0.5574,0.0,0.277,0.723
455,@FoxNews,56,2018-10-07 13:45:11+00:00,1048932251529084928,0.0,0.0,0.0,1.0
456,@FoxNews,57,2018-10-07 13:43:01+00:00,1048931706043023362,0.8173,0.294,0.0,0.706
457,@FoxNews,58,2018-10-07 13:34:32+00:00,1048929570362155014,0.0,0.0,0.0,1.0
458,@FoxNews,59,2018-10-07 13:32:40+00:00,1048929102865072128,0.0,0.0,0.0,1.0
459,@FoxNews,60,2018-10-07 13:25:53+00:00,1048927392188825601,0.0,0.0,0.0,1.0
460,@FoxNews,61,2018-10-07 13:17:48+00:00,1048925357758435328,-0.765,0.0,0.485,0.515
461,@FoxNews,62,2018-10-07 13:11:56+00:00,1048923881921241089,0.0,0.0,0.0,1.0
462,@FoxNews,63,2018-10-07 13:07:12+00:00,1048922692961886215,0.0,0.0,0.0,1.0
463,@FoxNews,64,2018-10-07 13:01:20+00:00,1048921216256565248,0.9081,0.53,0.0,0.47
464,@FoxNews,65,2018-10-07 13:00:01+00:00,1048920884059070464,0.0191,0.081,0.077,0.842
465,@FoxNews,66,2018-10-07 12:58:28+00:00,1048920493556940801,-0.0516,0.0,0.07,0.93
466,@FoxNews,67,2018-10-07 12:52:24+00:00,1048918968143175680,0.624,0.185,0.0,0.815
467,@FoxNews,68,2018-10-07 12:46:21+00:00,1048917444839059457,0.0,0.0,0.0,1.0
468,@FoxNews,69,2018-10-07 12:40:57+00:00,1048916087239335937,-0.6808,0.0,0.259,0.741
469,@FoxNews,70,2018-10-07 12:30:40+00:00,1048913496186994688,0.0,0.0,0.0,1.0
470,@FoxNews,71,2018-10-07 12:27:58+00:00,1048912820161732609,0.7351,0.267,0.0,0.733
471,@FoxNews,72,2018-10-07 12:21:32+00:00,1048911198585073665,0.0,0.0,0.0,1.0
472,@FoxNews,73,2018-10-07 12:11:45+00:00,1048908737489133568,0.34,0.118,0.0,0.882
473,@FoxNews,74,2018-10-07 12:10:00+00:00,1048908296915210241,0.0191,0.081,0.077,0.842
474,@FoxNews,75,2018-10-07 12:08:39+00:00,1048907956673232896,-0.5106,0.0,0.301,0.699
475,@FoxNews,76,2018-10-07 12:04:27+00:00,1048906899373150211,0.0,0.0,0.0,1.0
476,@FoxNews,77,2018-10-07 11:58:28+00:00,1048905392732999681,0.0,0.0,0.0,1.0
477,@FoxNews,78,2018-10-07 11:56:51+00:00,1048904986791485440,-0.6808,0.0,0.337,0.663
478,@FoxNews,79,2018-10-07 11:53:10+00:00,1048904060668190721,0.4939,0.158,0.0,0.842
479,@FoxNews,80,2018-10-07 11:45:43+00:00,1048902187374579712,0.5574,0.34,0.0,0.66
480,@FoxNews,81,2018-10-07 11:33:00+00:00,1048898985434341377,0.1027,0.091,0.0,0.909
481,@FoxNews,82,2018-10-07 11:27:32+00:00,1048897611284013056,0.34,0.151,0.092,0.756
482,@FoxNews,83,2018-10-07 11:19:06+00:00,1048895489708630016,0.0,0.0,0.0,1.0
483,@FoxNews,84,2018-10-07 11:12:50+00:00,1048893909865250816,0.0,0.0,0.0,1.0
484,@FoxNews,85,2018-10-07 11:08:59+00:00,1048892940221927426,-0.34,0.144,0.25,0.606
485,@FoxNews,86,2018-10-07 11:01:00+00:00,1048890932643463170,-0.7579,0.0,0.351,0.649
486,@FoxNews,87,2018-10-07 10:45:00+00:00,1048886905486553088,0.0,0.0,0.0,1.0
487,@FoxNews,88,2018-10-07 10:37:00+00:00,1048884892228976642,-0.6486,0.0,0.35,0.65
488,@FoxNews,89,2018-10-07 10:29:00+00:00,1048882878954856449,0.8074,0.3,0.0,0.7
489,@FoxNews,90,2018-10-07 10:21:00+00:00,1048880865978212352,-0.3818,0.0,0.148,0.852
490,@FoxNews,91,2018-10-07 10:15:00+00:00,1048879355890466818,0.0,0.0,0.0,1.0
491,@FoxNews,92,2018-10-07 10:08:01+00:00,1048877600213356544,-0.6705,0.0,0.257,0.743
492,@FoxNews,93,2018-10-07 10:01:00+00:00,1048875833018830848,0.0,0.0,0.0,1.0
493,@FoxNews,94,2018-10-07 09:53:00+00:00,1048873819564199936,0.0,0.0,0.0,1.0
494,@FoxNews,95,2018-10-07 09:45:00+00:00,1048871806139060224,0.3306,0.116,0.0,0.884
495,@FoxNews,96,2018-10-07 09:38:00+00:00,1048870044594294784,-0.5574,0.0,0.31,0.69
496,@FoxNews,97,2018-10-07 09:30:00+00:00,1048868031475023873,-0.6486,0.0,0.227,0.773
497,@FoxNews,98,2018-10-07 09:22:00+00:00,1048866018020478976,-0.25,0.0,0.2,0.8
498,@FoxNews,99,2018-10-07 09:15:00+00:00,1048864256366714882,0.0,0.0,0.0,1.0
499,@FoxNews,100,2018-10-07 09:08:00+00:00,1048862494842925056,0.7906,0.333,0.0,0.667
